week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2023-10,0.004808600671885258,0.9448269663579454,0.05556001069537501,1.0692460492897453,362.0
2023-11,0.1447003973540391,1.0202348508604941,-0.015273565480796617,1.0245575348808698,369.0
2023-12,0.06784447467610467,0.9665458015442451,0.018860966643108275,0.9660482499259543,342.0
2023-13,0.18310100704241172,0.9674681190584636,-0.11719796415270861,0.8516974850264418,224.0
2023-14,0.013344868834500883,0.9302736949889577,0.003822708724648666,1.0493680300247892,302.0
2023-15,0.0816503059758807,0.9551821459805776,0.1961138071330225,1.296336574511244,264.0
2023-16,-0.09946036510175786,1.0162484770113012,0.012101685914033024,1.0028546575755095,292.0
2023-17,0.11712987149343727,0.8989458269688818,0.019961290324932515,1.026550056479638,269.0
2023-18,-0.0046068233246761405,0.9334226803989165,-0.037561808978274644,0.9894482652579131,346.0
2023-19,-0.11037515122892803,1.0343242598847728,-0.11084836082378453,0.8129971052880657,330.0
2023-20,0.032894859515769634,0.9577451591345179,-0.13800918907962795,0.8316491424601898,218.0
2023-21,0.011626571731482977,0.9576595735769894,-0.11132574398149234,0.7988934568422219,296.0
2023-22,0.04158279150400593,1.0455180059461195,0.0028251554180785984,1.0742517647917829,227.0
2023-23,0.0646212520253965,0.983059589025714,-0.12923076871653416,0.824551378340118,336.0
2023-24,0.04855146981388669,0.9838379270695203,-0.012200748383165599,0.9753237748841368,319.0
2023-25,0.004366224405822714,0.9388634621240821,-0.13450996401018622,0.7375763150063873,304.0
2023-26,-0.02521833726612585,0.9957449353477889,-0.09045300006015906,0.8698848230783126,272.0
2023-27,-0.16946738691960014,1.1305459567829523,-0.032616690244686025,0.9608730423092584,253.0
2023-28,0.020383041591674343,0.9623749535311351,-0.08339073018828234,0.9013593896867179,350.0
2023-29,-0.09147343205589302,0.9092191341426773,-0.026270857026660176,0.8929096602957066,358.0
2023-30,0.02759451721043378,0.8922747826279335,0.04871688181333082,1.1780007046892644,206.0
2023-31,-0.13717154248661226,0.89227364395513,0.06492028262228462,1.0029640647778184,242.0
2023-32,-0.14039209429609073,1.050032775128878,-0.03728796544922344,0.9724122245130895,258.0
2023-33,-0.12720614979562103,0.9539057842333843,-0.01662410071972799,0.9382073877361339,228.0
2023-34,0.008432973001881918,0.9547345170313185,-0.01025688887745462,1.0789068490624134,233.0
2023-35,0.006089306520117012,0.8191322368062838,0.09267779538274117,1.1579168040588732,177.0
2023-36,0.056169903539811515,1.064839272348684,-0.08471962509892357,0.8760188214238366,260.0
2023-37,0.012343988191654602,0.9309078668655496,-0.17452553666528967,0.7258240917032627,304.0
2023-38,-0.06535250649486028,0.9425634674246446,-0.11904359587752585,0.838780335796039,270.0
2023-39,-0.029999166573988077,1.0050562623750736,-0.002943134904649742,1.1155429165171178,246.0
2023-40,-0.19683122988286159,0.9460269332894585,0.0973488848972918,1.0844051389132912,243.0
2023-41,-0.15083509477853396,0.9918004437866418,-0.015841767286050218,0.9543544171764382,259.0
2023-42,-0.09356989185280239,0.9508175137905452,-0.030696901065832005,0.9747308405089511,301.0
2023-43,0.040571751605946955,1.0140862317639703,0.12143076470304286,1.1652824652658083,242.0
2023-44,-0.20364632787957077,1.153819123830777,0.17367711655708562,1.2762663741908145,195.0
2023-45,-0.16390164412031538,1.1069937743585745,0.08794773635980493,1.0874489715516737,215.0
2023-46,0.029101268299728165,1.1466973903294753,0.032997378585348826,0.9489819306956939,269.0
2023-47,0.02918838031690787,1.0967239536728486,-0.02782813802773282,0.9854356663297961,216.0
2023-48,-0.10037236992129907,0.9854121872059641,0.10318813560709922,1.211281590067851,295.0
2023-49,-0.21547141511281137,1.1292392321471274,0.07993110032336555,1.1201817406984909,246.0
2023-50,-0.0800968750242628,1.1016926280855952,0.060858511847654916,1.0675356047927738,274.0
2023-51,-0.12701908380461202,1.1906001007251648,0.1252661387808785,1.2318373333335753,206.0
2023-52,0.05205064817402208,1.1516404085548182,0.11196534590325999,1.141331788072086,202.0
2024-01,-0.12130912916208375,1.1552252306125874,0.1509580692243641,1.279727147557179,169.0
2024-02,-0.24159940903890867,1.1136741911491266,-0.04383323570673924,0.9249581449983176,155.0
2024-03,-0.1653173825036072,0.9896166879980502,0.042366340396563465,1.0655149386099279,157.0
2024-04,-0.23769479183942294,1.0463231097345167,0.044609230290061044,1.0571629293857174,39.0
