week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
0000-00,0.0,0.0,0.0,0.0,7.0
2022-01,-0.29703450518957214,1.0,-0.5469422684995778,1.0,1.0
2022-02,-0.058569953100748987,1.0,-0.44400881404793924,0.050573017450163536,2.0
2022-05,-0.11123734064392558,0.09279616247569425,0.09524422470805882,1.0123281651295322,3.0
2022-07,-0.056758055957545385,1.0,1.1978606424306688,2.271381035548026,2.0
2022-08,-0.46424805642292677,1.4935737014071235,-0.46730351114522994,0.021591444833450407,3.0
2022-10,0.5263091815788176,0.23991596053920955,-0.7614879542299171,0.2604100115279653,2.0
2022-11,0.8964251795470265,1.0,-0.5302049953416776,1.0,1.0
2022-13,,1.0,,1.0,1.0
2022-14,-0.0686285321326879,1.510765869598122,0.6275177684633976,1.5130110241720824,3.0
2022-15,0.037190434128201555,0.13286322884373758,-0.4181429790929527,0.11382213707065628,2.0
2022-16,,1.0,,1.0,1.0
2022-17,-0.2872162771309434,0.4084412739811768,-0.49029889665137544,0.047453064959029206,4.0
2022-20,0.7007232889711911,1.0,-0.49862738406475854,1.0,1.0
2022-21,-0.37235705673691344,1.498344041857514,1.017382386268606,1.5402361975019958,3.0
2022-23,-1.4582300439176794,1.0,2.135956479872178,1.0,1.0
2022-24,0.2452271143488086,1.0635440226480966,-0.5696300312901708,0.2581536032028023,4.0
2022-25,0.6128415198679104,0.9900884219760524,-0.6859682764092869,0.13597651444164505,4.0
2022-26,-1.182843004537319,1.0,-0.372953432292505,0.04991446710796935,2.0
2022-27,-0.5824004245813248,1.1177433276029547,-0.3475349605017191,0.8440587061267714,8.0
2022-28,-0.02539806522144374,0.711084654994924,-0.3175547850167581,0.8085385015904126,9.0
2022-29,-0.07363667013997667,0.9768655365114431,-0.2628972913216194,0.736914130906516,7.0
2022-30,-0.6195551361793881,0.6154573376311735,0.9017223178849221,1.6658782179107465,8.0
2022-31,-0.02831954649947893,0.30443650126031463,-0.1575164159642352,0.8579485614516097,5.0
2022-32,-0.5161255197168592,1.045247745638407,-0.16981084416385284,0.9150854477759864,5.0
2022-33,-0.18614788492308454,1.0639806238750513,0.15338194016071477,1.1864931529574465,4.0
2022-34,0.2931187767689382,1.3043289059910248,0.175898932462679,0.9533427680784298,7.0
2022-35,-0.028940688834559154,0.7047223643894961,-0.17610887763337338,0.7116817629008685,6.0
2022-36,-0.32864519429126543,0.573047010990668,-0.14513741500266517,0.9368353464927939,6.0
2022-37,0.06682926461633762,1.237937674573806,0.065753680336524,1.2054375735785907,3.0
2022-38,-0.29415072665623115,0.9634495459851937,0.14716748037923957,1.3121738081676317,14.0
2022-39,-0.17552713241513346,0.943017420823682,0.0053882706411683065,1.0415456679379123,102.0
2022-40,-0.08501898137557158,0.9211725961571554,-0.02758381778199526,0.9041357758996234,147.0
2022-41,-0.030175844679646992,1.0240735287498604,-0.058758147403092834,0.9532015850139764,259.0
2022-42,0.06492702546286845,0.9230124063689503,0.1158248225963486,1.0345409291986447,381.0
2022-43,-0.022412580851161695,0.9028749989822752,0.10719781418345378,1.0790551680035037,447.0
2022-44,0.02289782624727837,1.0454329877574426,0.00797799574960781,0.9995446354863131,423.0
2022-45,0.07401108756888024,1.038340945275845,0.05413195514053688,0.9885444798976843,420.0
2022-46,0.051112952576484724,1.0106843622397736,0.0553162395891911,0.9939718706093653,442.0
2022-47,0.0221206426012169,1.058282399736041,-0.03396863179602331,0.9312671235361171,547.0
2022-48,0.11623939239895663,0.8930063514921139,0.049181678026158374,1.0077121492337642,437.0
2022-49,0.013724049858961395,0.9488164891049474,0.037691577934159004,1.039236355209726,304.0
2022-50,0.029878939984391457,0.9918510019124402,-0.01912004870959034,0.934000773473642,377.0
2022-51,0.0730084439915272,0.9648067934522276,-0.03881558906971496,0.9029433986079022,333.0
2022-52,0.20588468931376977,0.9399525012250939,-0.002323600182875229,0.9231614450799797,287.0
2023-00,0.22942540938320752,0.8993345447229213,-0.04351413952587618,0.7642431471347568,38.0
2023-01,0.053115071954677795,0.9313395862074636,0.06368000418330069,1.1236936774404809,299.0
2023-02,0.14826015504222695,0.9133315545288421,-0.0965529644193947,0.9421730182268224,292.0
2023-03,0.02993647393523881,1.021311920135668,-0.04655211806885906,0.9181892698574187,326.0
2023-04,0.040082503780570336,1.033708163199004,0.030743347276096497,1.0127881567723507,320.0
2023-05,0.1646229590257794,0.9057405148843644,-0.050205437853107125,0.8499894994812401,296.0
2023-06,0.050153579164372644,0.9716290367717095,-0.04220541492283221,0.8827611812860844,250.0
2023-07,0.0714969357768962,0.9118820901018755,0.030667428968437306,1.0800450555220857,324.0
2023-08,0.04616063596090702,1.0305185597242368,0.019527996289648027,1.0000229224271726,303.0
2023-09,0.0366304579932949,1.0703419440615145,-0.07115219131610172,0.9194128879308318,364.0
