topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Energiekrise,0.040142771111133325,0.9557893489662361,0.061608296192566164,1.0197880271970448,1222.0
Politik,0.1074635461197509,1.0768581042114145,-0.009656140742245786,1.053696408123165,657.0
Russland,-0.07499005274527691,0.925991190246147,-0.09869554018395374,0.8863247244436729,1121.0
Winter,-0.04125238247791349,1.0277216944845604,0.04941537439074749,1.0081753975479304,879.0
